year,month,day,author,month_string,text_en,text_pl,text_it,text_es,text_fr,text_zh,text_de,text_pt
2010,4,14,Jesus Christ,April,"My beloved children, All of you remain in my heart, each one of you is part of it. My heart beats, bleeds, sighs for love of my children. Everyone, everyone remains inside of my heart; even the one who is most sinful, the one who is most sinful palpitates within my heart. Today I call you to renew the baptismal promises in a profound act of faith. I call you to pray the creed continually, so that you drive away the forces of evil from the earth. Do not fear, I am with you. Fear holds back those who are mine and at this moment, it is urgent that you do not stop on the path; that you continue with a firm, strong step; that you be brave in faith. Do not hesitate, do not doubt my protection. I dwell in each one of you. Those who do not know me, are loved by me. I seek you ceaselessly, and you I call to pray for those brothers and sisters who do not believe. The conversion of all my children is urgent. It is urgent that you consecrate yourselves to my Mother, but that this consecration does just remain an act, but rather that that act continues to be to act and behave in my Mother’s likeness, continually, in the journey of life of each one of you. You must be a reflection of my love, being living testimonies of life my very life. Today the shadow of death is traveling all the earth; little by little it advances slowly, but firmly. I see with sorrow my children suffering. That is why I cry out time and time again for you to convert, and amend your behaviour. Plague is approaching mankind. It is produced by human hands that wishing for a bit of economic power which they have lost in the last days, will cause illness upon my own. This causes my heart great suffering. That is why I alert you and again remind you of the use of the sacramentals, so that you protect yourselves. I remind you to anoint your homes for protection. I am with you do not forget it, do not fear. All that has been announced in the prophecies that my Mother has spoken to mankind with love, all that I have announced out of love for those who are mine, will be fulfilled by that very fact. It is imminent, do not wait any longer. Prepare yourselves spiritually, convert; live united to my House, take my Mother’s hand so that she guides you by the secure path. Do not fear, my House is with you to protect you; but everything, everything is upon mankind, so much so that all, all the earth trembles. Because of this there will be suffering, weeping and death. But be sure that I do not take my Mercy away from those who cry out to me. My Mercy is infinite, and at this time, it is showering upon all who are mine in a special way. An event of suffering will take place in Portugal. Pray children, pray; you my faithful who continually listen to my word, fall on your knees, in the name of all of humanity. I dwell in each one of you. Be my sanctuary, be pleasant to me. My gaze constantly remains upon my people, who I do not abandon. But my suffering and ailing church will wander again through the desert, without finding the way. Those who do not love me, are attacking my Church; they are merciless against her and will cause so much suffering, so much suffering! They will make her bleed and in my Church bleeding, my heart bleeds. These are the moments announced of the great tribulation. But do not fear, I am with you, remain on the correct path. Do not let faith falter. In these moments faith must prevail, confidence in my protection and my care towards my people, must not at any moment falter. Remain in my heart, give yourselves over to my Mother’s protection. I love you, remain in me. Your Jesus Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,4,18,Holy Mary,April,"Beloved children of my heart, My heart shelters each one of my children. Beloved, I invite you to pray strongly for all of humanity, which walks towards the encounter with its own lamentable destiny. My children’s behaviour should have changed in the face of the signs that are felt day to day. Through them the imminent events are manifested to you, which by God’s will I have warned you time and time again. Do not turn to my Son out of fear; turn to him out of the love that he deposits in each of your lives, although you do not want to recognize it. Life is a gift, and the enjoyment of all that the hand of the father created for you, should lead you to a totally different behaviour than the one you maintain today. This is the moment to give thanks for all that you possess, this is the moment to make reparation for all that you have scorned in life. This is the time of mercy and turning to the divine love will bring blessings for all. With sorrow in my heart I see, I live and suffer my children’s desolation. To those touched by the hand of nature’s disasters I say, I love you, I protect you, I help you and I kiss your heart to minimize the suffering of the tragedies that you are living. My angels encourage you, even when you are not conscious of it. How can a Mother not alert her children? If she sees them in danger? There are those who refuse to receive my calls, but this Mother will not tire of preparing her children so they pray and cry to heaven for Mercy. I call all to unite in prayer for the insular country, between southeast Asia and Oceania. Suffering approaches once again. That country is one of the most populated of the world. Pray my beloved; intercede quickly for your brothers and sisters. It is time for lamentation; it is time for unity and intercession for Bolivia, Spain, for the United States, Peru, and for Holland. Beloved children, maintain the love for one another; unity is blessing that minimizes suffering. You do not walk alone; you are God’s people. Be one, do not allow loneliness to penetrate you. My Son waits for you, turn to nourish yourselves with his body and his blood. Recognize that God is God and you, his children. Accept heaven’s calls, so that with humility you receive them and you convert out of love. All that you live and that accelerates upon you, is a product of the coldness with which the human heart looks upon heaven’s insistent calls, for the good of each one of you. The events will accelerate from today. Keep the faith, be reconciled. Do not let fear penetrate you. Trust in love and Divine Mercy. I am the Mother of mankind; I keep you in my heart. I love you. Mother Mary. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,4,21,Holy Mary,April,"Beloved children of my heart, turn to the Divine Mercy in every moment. Do not forget the father’s infinite love towards his own. This moment is for you to live interceding for one another, and in that way form a wall that minimizes evil. The Church is living pressing moments that are increasing, without control. Man wants to control the spirit, and in this effort is attacking the centre of the Church. Only that he has forgotten that the Church journeys but accompanied; it walks, but not alone. The Church palpitates in my Son’s very heart, and it will triumph, it will triumph. Evil feels that it has power, and man has given himself over into the hands of that ‘malignant power.’ Mankind is at the threshold of confronting its own human sin. The moment is coming which no one will escape; everyone will find themselves before the infinite love of the one and Triune God. Every human being will see their internal state before the Infinite Mercy. Here there will be grinding and gnashing of teeth. Man will feel so ashamed for his sins before a God who is only Love and Mercy, who does not need to judge his children whom he loves infinitely. It will be man himself who, before the pain of the sin committed, will dictate his own sentence. God is love and does not punish. It is man himself who will impose his own punishment. Little ones, prepare yourselves; the advance of the events does not halt, it continues with more force before an inert humankind. Convert, it is time for conversion. Turn to my Son, he waits for each one of his children. Pray, in this moment in which you approach great painful events. Daybreak will bring suffering for some countries. Pray, since some lands that have already suffered, will suffer again. Pray for my children of Chile and Brazil. Pray for my children of Africa. Pray for central America. Pray for my children of the country of the north. The land groans. Pray for the Church that is scourged time and time again. Pray for all the countries that I have been enumerating to you. Pray for the whole world that will live moments of tension. Prepare yourselves, do not desist. Remain united. It is time to congregate in a single unity. I love you. Mother Mary. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,4,22,Jesus Christ,April,"My beloved, beloved of my heart, Unite, it is a moment for remaining in the unity of my love, It is a moment for being my very love. Everyone must labour in their personal field and be my very love. The rest I will give unto you. The enemy woks tirelessly entrapping the weak of spirit in order to lead them to fall into sin, in order to drown them in the depths of sin so they cannot get up. You my people, faithful people, do not fear, do not stagger; unite, form a strong wall, I am the foundation. Do not fear, unite; shut your ears to the entrapments of evil. Shut your ears to those who want to discourage; shut your ears to those who want to destroy my Church with vain and malicious words. Be an echo of my Mother’s love and commitment, through sincere prayer. Do not forget that the one who prays, cries out; the one who prays, loves, the one who prays, grows. Prayer is essential for you to maintain that unity with my House. Unite with my Cross, be one in my Cross. Be inseparable from this mystery that my Cross contains, mystery of my love for each one of you. Be part of this mystery of love, being perseverant, being true, remaining with immovable faith. Do not let what is coming be a reason to weaken at this moment, but on the contrary, remain firm and constant, knowing that I will never abandon you. At this moment you let yourselves be overwhelmed by the vicissitudes that are brought to your life by several situations that confront you. Because that is how it is, you face them so that you react against that equanimity and that faith in my protection that I have asked you for. There are events of greater importance that loom over all of creation. The universe itself is pending upon the earth, since you well know, as beings of great intelligence, that whatever event that occurs within the universe carries part of it towards all of creation. So, the earth will bring a great disorder in all the universe. I must tell you that an astonishing event will soon take place and will be seen and felt by all of mankind. Continue to be perseverant, do not lose heart in prayer, nourish yourselves daily with my Body and my Blood. May every one of you be a Tabernacle of love offered to me. I bless you. Remain in my peace and my love. Your Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,4,24,Jesus Christ,April,"Beloved children, My love calls to you; turn to me. I bless you; I am love and I come to offer you all of my Mercy. Repent, come, and congregate. This moment in which mankind moves must not make you wait in order to return to me. My Mother’s calls are fruit of love for each one of her children. Our House continually insists so as to reach the depth of men’s hearts and move them to conversion, since without faith, it will be very difficult for my own to confront the imminent events of great magnitude that are coming. I do not frighten you. My Mother does not frighten you. As fruit of our infinite love towards each human being, we alert you. Our calls obey the proximity of events that are painful for all of you, which will cause great astonishment. The earth, man’s cradle, has been abruptly destroyed throughout time, and today you my beloved, have transformed its surface and this has transformed the earth’s interior. It burns from its centre, and man in his disobedience, attracts nature’s inclemency like rivers of fire that rise towards the surface. My Mother has warned you and called your attention. Her pleas are not in vain. The earth will tremble and again all of humanity will suffer for this reason. The waters will move, man will weep. It is time to pray and make reparation. Love compels me to convoke you urgently to pray for one another. I do not punish; I do not punish. My children flog themselves, product of their own free will. My children, return to me. I love you; you do not walk alone. My sprit dwells in each one of you and today urges you to conversion. Be faithful to fraternal love, so in that way you help one another. I love you and bless all those souls that labour without rest evangelizing to my people, making my calls known. Remain in my peace. Your Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,4,27,Holy Father,April,"Beloved children, seven days spent creating all that exists, And impregnating each created thing with the breath of my love; And I gave the earth to man so that he would be happy And administer it with all that it possesses, for his well-being. Today I see that possession of yours, destroyed, in a state of chaos of which you are still not aware. You have abused of my love, you have abused of all that my love created for you, for your well-being. A people that has walked throughout history, time and time again, repeating its behaviour, purifying itself and again sinking in avarice and in pride. The love of my faithful at every moment in history, the faith, the commitment, the dedication of my faithful have been elevated, have ascended, have transcended the atmosphere and flooded all of the cosmos with love. But just as the love of my faithful has transcended and flooded the cosmos with love, so today I must sadly tell you, that sin has transcended the bowels of the earth, it has reached the earth’s centre and reverts towards Man. But the earth, seeing itself saturated and overwhelmed by man’s sin, today allows sin to transcend the atmosphere and leave her. At this moment the cosmos remains in an expectant silence. All that I have created for you, all the cosmos in that expectant silence, cries out to me, ‘our father and creator, cleanse us, since we are your property and do your will.’ And in the face of this plea of my creation, I, submerged in divine nostalgia, allow nature for itself to make everything return to the order to which I created it in the first place. So today once again I announce to you that this earth that houses all of mankind, will concuss, because this creator has heard the pleas of his creation. To you, my beloved faithful, I beg you to remain firm in faith, immovable and as columns, be support of one another. You my faithful, be those rays of light that transcend the atmosphere and illuminate the cosmos. Today I call you to submerge yourselves in that expectant silence, but without fear, rather in a loving expectancy. This is the awaited time, this is the time in which time is not time, this is the moment in which there is no longer a moment. This is my time, my moment and to you it is left to wait with patience, with faith, trusting in my protection, in my divine help, in my Mercy. Trusting that I will provide, that my angels, when it is necessary will feed you from their hand. Do not be frightened because my people are a people of heroes that have won, not one, but thousands of battles. My people are a people of heroes that day to day overcome the battle against the mundane, against the sinful. My people are brave, they have been a warrior people, they have been a confident people, knowing full well that each one is worth millions. You are my pride, and so I would wish that you would multiply like the sand of the sea, but for this fulfilment, there must be purification. Prepare yourselves, the earth will tremble, it will vibrate and cause anguish, but remain firm and light the candle, the candle of the pure soul, of the soul without sin, of the soul that wants to be better every day. Today I have come to seek you in order to bring you my blessing, not only to you, But to all those that read this word of mine of this day I promise to protect in the palm of my hand. I bless you in my name, in the name of my Son and of our spirit. God the father Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,5,1,Jesus Christ,May,"Beloved children, My people’s prayer at this moment is a plea before me. And my response is merciful, merciful for the people that pray, for they find grace before the eyes of their lord. Today those who are mine multiply with their prayer, interceding for all that is happening and will happen to mankind. My Mother has gestated a faithful people, warriors that will remain until the great mission of returning my creation to me is finished. You who trust in my word, who obey, must be salt of the earth and light of the nations. My Mother’s heart maintains in each of her children, her very light, that indelible seal, which will protect you from evil and will keep you protected until the end. Beloved children, you have been sealed at the moment that you have consecrated yourselves to our Hearts; you are divine property. Do not forget that the just are in my hand and will be blessed, because after being tested, they are found worthy. Do not forget that the one who rejects wisdom and instruction, is unfortunate. Today I call you to make internal silence; A horseman rides upon humanity and a disaster comes upon his back. Remain alert, children, alert before my Mother’s calls. Do not reject them, heed them. My Mother weeps for her children, for those who for the majority ignore her love, and continue submerged in the pleasure of the mundane, which has hardened their heart, saturating it with false idols, exiling me from their life. My Mother weeps for her chosen children that do not alert my people, that deny my calls and deny my word of this moment. My Mother weeps for each one of you who devalue the present events, which are the beginning of the great fulfilment of the prophecies of all times. Beloved, every time, every call, comes together in this present. Everything has been permitted for this present in which purification will be the victory of my people, for which I will come with all of my power and majesty. Uncertainty is coming for mankind, the events are before you, sin is the fountain of each suffering that will make man tremble. Children, you are not alone, I have given you all that you need to win. Maintain faith in my protection. Do not falter. I love you. Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,5,3,Holy Mary,May,"Children of my heart, I cry out to every human being So that you continue that permanent prayer, not only with the word, But with a prayer of action, offered for all of mankind. These are not moments for you to be alarmed, but to recover lost time and retake the path that will lead you towards my Son. Do not be afraid. As a Mother that infinitely loves her children, I am here to give you these urgent recommendations, If my children obey, the harshness of all that is coming, will not have the dimension that accompanies it. If you do not change your behaviour, everything will fall upon mankind, with the intensity with which sin itself is committed. Do not blame God for man’s culpability. The Church will live its greatest crisis, order will be set aside. My peter suffers. You my children, accompany him with prayer. I remain with him; I will remain until the end. My beloved will not see the triumph of the Church. On the contrary, he will suffer because of the enemies of the catholic religion, which today are already led by the influence of those who are preparing the arrival of the antichrist. The earth will continue to be stained by innumerable crimes. Day to day abomination grows. I call my children to protect the innocents, to maintain adolescents separated from the contamination of the world, from communist ideas that emerge with force at this time with the goal of preparing their offensive. You, givers of love and obedient to my Son’s calls and mine, must pray the Holy Rosary in your homes, for unity in the family and to drive away evil. The awaited time has arrived, the time announced, the time which is not time. Already the warning shows itself, fog will cover all the orb and an intense light that will be given off from the Cross of love in heaven, will let you know that it is time. The sun will hide and the ardour that comes from on high, will let itself be felt by all men in the flesh. There will not be a place where you can hide; all men will see and feel the ardour of the fire that comes from on high. And they will also see their internal state. Do not fear, my children; remain on guard so that you do not fall into sin. Go to confession and repent wholeheartedly, So, in that way, I illuminate the way for you. Each faithful child is an apostle of this time, each one must be light in the world. I cannot speak to you in a more tranquil manner before this imminent suffering that approaches, I cannot hide from my children the suffering that looms over all of mankind. Yes, I call you to appeal to the Infinite Mercy And to redouble prayer this month in a special way. If you intensify the praying of the Rosary, I will intercede to lessen all that is coming. It is urgent that the echo of man’s love resound in each heart, in each home, in each country. You have the powerful weapon of the Holy Rosary. None who appeal to the divine help will be abandoned. I remain immovable here before my children, To defend them and encourage them, so that they are light of the nations. You remain in my heart. Mother Mary. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,5,5,Jesus Christ,May,"Beloved children, Receive my blessing. My hands extend themselves towards a hurting and suffering humanity, over those who turn to me, at every moment, I welcome all with mercy. My Mother maintains her hand sheltering those who are mine in order to conceal them from evil, and in that way, they escape notice and are not touched by the malignant one that at this moment roars against the small number of my faithful. Little ones, an event will surprise everyone. You will be astonished. The fishing has not ceased yet; today more than in other calls, I invite you to enter my nets so that I may take you to a safe place. The earth will suffer, tragedy will come. Where grace for the whole world over abounded, there will be a place of suffering now. The poverty of the human mind has led it to think that the one who possesses my land, possesses the power. Evil spreads, you will hear human lamentations, the earth will move again, it will be a passing of death, leaving the wake of suffering. Suffering that will physically burn within the human being, in his or her skin, in his or her being. This phenomenon, combined with an act of man against man will touch the innermost depths of those who are mine. Children, the clouds will not be seen before nature’s fury that will once again cover Europe. Chile will give birth to suffering. The empire of north America will suffer. It is urgent that Nicaragua make reparation. Indonesia will suffer again. Africa will suffer. San Francisco will not cease its suffering. Spain, England, remain alert! Costa Rica, the one that is has been sleeping for some time will soon awaken. The earth is no longer the same, the fruit has ripened. You allowed it to grow old, now it is rotten. In his desperate competition for power, man precipitated what has been announced. The economic crises will lead the powerful ones to unite, and later to break up, causing the war. My beloved, my angels arrived to gather the expected harvest; it has not been possible to gather. They have only presented me with a small number. For the sake of the faithful, my Mercy remains open at every moment, waiting for you. In attention to my faithful, I do not exercise all of my Justice, But on the contrary, I exercise all of my love. My children will be protected. My Mercy keeps you in a chest so that the events do not harm you. You are not alone. Pray the Holy Rosary, do not fail, be perseverant. The praying of the Holy Rosary will increase the defensive shield for each one of you, the shield before which the devil flees. Little ones, the devil is tormented by each hail Mary that you pronounce with faith and love. Do not fear. I keep my gaze upon each one of you. My people, do not fear. Your lord is with you! Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,5,9,Holy Mary,May,"Beloved children of my heart, I come to call you to fraternal love. I come to ask you to see the reality in which each one of you lives. The expectancy must transform itself into a loving conversion. The people of God will always be triumphant No matter how difficult the trials may be. You must not decline in prayer; it must be nourishment for the soul. Today, when the fog of uncertainty takes possession of the great empires, inciting with it the fight of the strongest, is when you must retake the prophecies and see how one by one, they are being fulfilled, so that you are aware of the agonizing instant in which you move. I invite you to prayer, upon the earth trembling, one of the great sufferings that we have been announcing to you is about to happen. My children you have turned over against good; and the consequences of your bad behaviour have been at every moment, self-destructive for man. Mankind is blinded by worldly splendour, that today is excessively against the catholic faith, which will cause a great Suffering for the faithful who will be persecuted without mercy by those who do not love my Son’s church, by those who have remained in open battle against the throne of my peter at every moment, seeking power surreptitiously, in order not to be noticed by the world. The strategies of masonry fight to bear fruit. I have called you to prayer so that each one of my children be that impenetrable wall that does not hand over ‘the treasure that the thief does not steal’ into traitorous hands. Rome is a sign of power, and for that Italy will suffer at another’s hands. My children, you punish yourselves; you have brought upon yourselves the plague that was announced. The human heart will feel great desolation. Men of science will be confused upon feeling themselves incapacitated to find a cure. They will realize that only faith in the power of God will heal this suffering through the sacramentals and indications that heaven has given you for such cases. Remain alert in the face of false prophets, who upon seeing the chaos subtly rush towards man. They will come to steer my children off the right path, confusing you with false messages. The devil’s partisans have let lose all the evils that exist and have presented them to men so that they fall into their nets. Sin’s booty is being increased, man, dresses inappropriately without fear of putting forth an appearance that gets him confused for a woman and so too woman dresses like a man and dishonestly, forgetting modesty. These are signs of the end times, and you let them go unnoticed! Today I call fathers and Mother of families so that they pay attention to the behaviour of their children and guide them adequately. All of this human disobedience, joined with mundane debauchery and to the constant scorning of heaven’s calls of love, are the reasons for humanity’s suffering. Until you suffer for all that you bring upon yourselves, until then, some of my children will retake God’s path in the final moments. Heaven weeps, and in this weeping will flood several countries that will live moments of anguish. Beloved, Pray for France, for Spain; they are your brothers and sisters. The sign of a Christian is to love and intercede for one another. Pray for Greece, faith is deteriorating upon seeing its fallen stability. My beloved, I have insistently solicited strong prayer from you, in a special way as of this month of May. Do not allow yourselves to live without Eucharistic nourishment, do not allow yourselves to live without prayer. My children’s strength is given from on high. Keep the faith. I love you. Mother Mary. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,5,12,Holy Mary,May,"Beloved of my Immaculate Heart, Once more I remind you of my love for each human being. I still await the consecration of Russia to my heart in order to avoid the third world war. But you have ignored my pleas that would bring good to all, avoiding humankind’s suffering. The persecution of the Church faithful to my Son is worsening. There is opposition to my peter on the part of those who should maintain fidelity, and this predicts a confrontation known and gestated by those, who with the desire to unify the Churches of the world, are distorting that unity through a mask that the devil has utilized in order to infiltrate the Church’s centre and in that way undermine it as an institution little by little. Masonry and so many other sects in alliance with communism have planned strong strategies against my Son’s church, which are bearing fruit against my beloved Benedict XVI and will culminate in the already announced persecution of the faithful people and the establishment of the antichrist’s seal. My beloved peter suffers and will suffer. His heart will suffer in my land, in Fatima, I will make him see the suffering of what is coming. I suffer, yes, I suffer for those, my favourite children, who are not devoted to the teachings of the gospel. I suffer, yes, I suffer for those, my favourite children, that call my Son’s people not to love me, to forget that you have a Mother that loves you. I suffer for those of my chosen children who deny the existence of the infinite, in order to encourage licentiousness and the firmness of the devil’s power within humanity. I suffer, yes, I suffer for those who attempt against the Catholic Church to which they owe themselves and to which they have consecrated themselves. I suffer, yes, I suffer for all of you, my Son’s beloved people, because you have given yourselves over to all kinds of pleasures and idolatries. I suffer for those who profane and will greatly profane my Son’s body and blood. I suffer for you, who without conscience and confused by the malignant voices contrary to the Church that my Son instituted, will run after the great usurper and with him will usurp my Son’s house and will profane it. I suffer because you have not listened to me, because you have denied my calls, I suffer because they will persecute these souls that my Son has chosen to announce you of the word from heaven during these times. I suffer for this generation, idolatrous of carnal passion, distanced from the value of life, given to vices and darkness; I suffer for the uncontrolled fashions that distort the nature of man and woman. I suffer because my children are empty. You have flooded yourselves with darkness, which will soon come to fill the earth, and in its demons will rush against their prey. They will be moments of trial for my children, of suffering for those who have not believed. The earth will be transformed, it will no longer be the same. I do not speak to you of the end of the world, I call you, children of this generation. Communism has seized a great majority of countries, like strategic points around the globe, from which it is secretly planning its entrance, in order to demonstrate its power. Little ones, wake up, wake up, for all that I have announced is being fulfilled before your eyes without you seeing it, denying it fully, out of fear. I bring you the weapon with which I have interceded at all times, the Holy Rosary. Forge forward, my Son’s people, Each one of you, consecrate your being to my Son’s heart and mine! Pray they Holy Rosary, my legions of angels are awaiting the call of each one of you to protect you. Ask forgiveness for so much sin, repent, for evening falls. Live as my Son commands you, devoted to his word; mend your ways and change your life. Divine Mercy has no limits, convert. Come, allow me to lead you to my Son! Your Mother who loves you. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,5,15,Holy Mary,May,"My beloved people, I have given my Mother to you so that she calls you constantly, Inviting you to conversion. I have given you my Mother so that you turn your gaze inwardly, towards the interior of each one of you and do not deceive yourselves, but rather examine your conscience. In these instants in which scourges approach for mankind, my Mother does not cease to be that eternal pilgrim that goes from nation to nation, from place to place, from home to home, from man to man so that my children do not get lost. My Mother accompanies you. Why do those who call themselves Marian deny her calls? I do not punish, I love; love is divine property. How is it that scholars deny my calls and my Mother’s calls? It will be like in the past, the simple and humble of heart will be the ones who listen and heed the calls. Moving back in history, you will see how I do not punish or frighten those that I love. But yes, knowing the transcendence of sin and what is derived from it, the love for my children compels me and I alert you so that you wake up. My Mother warns you so that you wake up and repent; so, the consequence of sin does not contain the intensity that ‘man himself has forged’. You have been masters of creation, and what have you done? And even so, you want to continue to hoist sin after sin without being stopped by my divine love. Children, you must be healed; you must be healed, converting, before it is too late. You debate denying my Mother’s calls. Some disrespect her and others turn violent against my instruments. How I wish that strength which you use to combat my Mother’s love for her children so that they are not lost, you would use to fight and combat sin! The time of a new heaven, of a new earth, will come. I will come to bring peace. But this present time must not be used as a distraction so that mankind can continue to sin and satan wins more souls. You, children, you bring catastrophe for all of humanity. My love calls to my Justice, out of love. The opportunity will be given for everyone to see their interior and there you will see how many errors you have committed, and those who have power over those who are mine, will suffer when they become aware that they have been means so that their brothers and sisters continue in error. But at that moment I will be there like always, taking you by the hand and bringing you deep into my merciful love. My beloved, the earth will move again, the water seeks to hydrate man who is drying up because of sin, and it comes to seek him. The stars shine at night, astonished they watch man who no longer contemplates them; astonished they seek a humanity that scarcely raises its face to heaven. Soon man will raise his face and see that which he has ceased to see. Upon losing values, man loses the capacity to defend himself in the face of illnesses. Spiritual weakness has transcended to man’s body and will soon cause him to be vulnerable to several plagues that are already before you. My beloved, do not be discouraged before the ridicule and criticisms of those who do not want to believe. Soon they will seek you out my faithful, so that you go to help them in the midst of the fulfilment of the prophecies, which we have not given in vain for this generation. My beloved peter suffers and will suffer in the hands of those he loves. The Cross is made heavier every day by supposedly friendly hands. Heed the calls, take them seriously. Do not mutilate yourselves denying my Mother, the eternal pilgrim. I love you, and out of love I will move the human heart. Your Jesus. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
2010,5,19,Holy Mary,May,"My beloved, Today I come in search of souls that want to completely give themselves for their brothers and sisters, give themselves with constant prayer, without stopping. My beloved, these are pressing moments in which my Son’s mercy continues showering itself over all of mankind. He, eternal infinite love comes in search of his people, of all his people. Each difficult time for humanity is also a time of mercy. My Son does not punish, he is love. Man does not obey and forgets quickly, and continually falls time and time again into sin. In the same way, my Son forgives time and time and time again, as many times as are necessary if the child truly repents. I come peregrinating throughout the whole world, from soul to soul, knocking on the doors of hearts, so that you convert, so that you repent. There are those who deny heaven’s calls. There are those who, taking the infinite love of the most holy Trinity as an excuse, deny our urgent and merciful calls of love, in search of mankind’s conversion. Is it that you do not realize that at this moment so much sin exists that it has overflowed the cup, making it spill upon humanity? I appeal to all those who have in their hands the power and grace of reaching men’s hearts through the mediums of communication; to those whom my Son and I have opened the way so that they reach God’s people, I invite you today to call all of mankind to prayer and conversion, to remind them of my Son’s mercy so that they repent soon. But I also call you today with all my love to not deny the constant, insistent and urgent calls during my pilgrimage across Christianity’s history. From country to country, I have been peregrinating throughout history, because my heart, filled with Trinitarian Love, does not want any of my children to be lost. God is love and does not punish. The flood came due to man’s sin; the tower of Babel was brought down due to man’s sin, and at this moment many do not want to see that sin has already spilled the cup and that man not satisfied with sin’s multiform masks, still invents and devises new forms to sin because he is not satisfied, because he is not satisfied with the sin in which he exists at this moment. A great ball of fire approaches my Son’s church, it approaches the Vatican. A great ball of fire, of fire and anger, of envy, of vengeance; of fire of false doctrines, and of idolatries; of fire of denials, of fire of sin and more sin…, of fire of evil’s rage, against the one who governs my Son’s church. My beloved, The moment is crucial; you cannot deny what heaven Warns you and alerts you about. Do not deny yourselves this time of mercy for your conversion. Evil is setting a trap and is planning its attack, its plan of war against my Son’s people, against my children. This is why I will not grow tired, and even if you deny my calls, I will continue here constantly inviting you time and time again to conversion; warning you, announcing to you the promptness of the events, warning my Son’s people, which I gestated in my womb with my Son, these children that I have loved from eternity, which I received at the foot of the Cross, but that I already loved in my heart. To these that I nourished, to these that I suckled together with my Son, to those that I caressed when I caressed my Son, to those that I have kept in my lap when I had my new born Son in my arms. To you I call today to not stop, because the imminence of the events looms over you. Everything hangs from a thread and the thread is about to break. People, beloved people of my Immaculate Heart, take my heart, it is for you! Here I am, and I will be here until the end together with the triumphant church. Here I am, the pilgrim Mother of love. Here I am going and knocking from heart to heart so that you convert. Children, a dreadful evil is coming soon. There is a beast that is being nourished constantly by the evil of many men, a beast that is rising and comes to attack my children. Do not fear, I am with you, do not fear. My Son’s mercy is infinite and there is no sinner who does not deserve to be forgiven, if he sincerely repents. Steal heaven in this moment of mercy, repent soon. You live in God’s time, not in human time. It is urgent, it is urgent that you unite in prayer! It is urgent that you give yourselves for all of mankind in a single harmony of love in prayer! The sacrifice I come to ask you for is constant and true prayer. It is that fidelity of God’s people to the Church, in these pressing moments when time belongs to its master, God. I bless you; I love you. Come; let us walk together touching hearts! Come with me, with this pilgrim Mother of love! Your Mother Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin. Hail Mary most pure, conceived without sin.",,,,,,,
