,year,month,day,author,text,text_en,text_pl,month_string,date
75,2017,9,09,Holy Mary,"Amati figli miei, grazie per le vostre preghiere, per l'affidamento completo e per il vostro Si di ogni giorno. Miei tesori, pregate, pregate, pregate tanto, stanno tendando di togliervi il pane della vita, il cibo prezioso per il vostro spirito e quindi l'eucarestia. Presto, la Corea verrà attaccata, pregate per gli Stati Uniti, ci sarà molta sofferenza. Ora vi lascio la pace nei vostri cuori e vi dò la mia materna benedizione nel nome del Padre e del Figlio e dello Spirito Santo. Amen","My beloved children, thank you for your prayers, for your complete entrustment and for your Yes every day. My treasures, pray, pray, pray a lot, they are trying to take away the bread of life, the precious food for your spirit and therefore the Eucharist. Soon, Korea will be attacked, pray for the United States, there will be much suffering. Now I leave you peace in your hearts and I give you my motherly blessing in the name of the Father and of the Son and of the Holy Spirit. Amen ","Moje ukochane dzieci, dziękuję wam za wasze modlitwy, za całkowite powierzenie i za wasze tak każdego dnia. Moje skarby, módlcie się, módlcie się, módlcie się dużo, oni starają się zabrać chleb życia, cenny pokarm dla waszego ducha, a więc Eucharystię. Wkrótce Korea zostanie zaatakowana, módlcie się za Stany Zjednoczone, będzie wiele cierpień. Teraz zostawiam wam pokój w waszych sercach i daję wam moje macierzyńskie błogosławieństwo w imię Ojca i Syna i Ducha Świętego. Amen ",September,2017-9-09
76,2017,9,12,Holy Mary,"Amati figli miei, grazie perché consolate il mio cuore. Desidero preghiere e rosari per questa umanità che va allo sbaraglio, anche i miei figli consacrati non sanno più cosa è giusto o cosa è sbagliato, ma se ascoltassero i miei messaggi uscirebbero da questa confusione. Io sono qui per indicarvi qual'è la strada da percorrere, ma vi ostinate a non voler credere alle mie apparizioni e a non credere che io sono stata inviata dal Padre Mio per consigliarvi ed istruirvi. Io sono vostra Madre e piango per tutto ciò che accade, vi prego figli, tornate alla luce, il tempo è finito, convertitevi, confessate i più gravi dei vostri peccati e non fatevi trovare impreparati e date la vera importanza all’Eucarestia. Pregate per la Colombia, presto berrà il calice amaro. Ora vi benedico nel nome del Padre e del Figlio e dello Spirito Santo. Amen","My beloved children, thank you for comforting my heart. I want prayers and rosaries for this humanity that is going to waste, even my consecrated children no longer know what is right or what is wrong, but if they listened to my messages they would get out of this confusion. I am here to show you which road to take, but you persist in not wanting to believe in my apparitions and in not believing that I was sent by My Father to advise and instruct you. I am your Mother and I cry for everything that happens, please children, return to the light, the time is over, be converted, confess the most serious of your sins and do not be caught unprepared and give true importance to the Eucharist. Pray for Colombia, it will soon drink the bitter cup. Now I bless you in the name of the Father and of the Son and of the Holy Spirit. Amen ","Moje ukochane dzieci, dziękuję za pocieszenie dla mojego serca. Chcę modlitw i różańców za tę ludzkość, która ma zrujnować, nawet moje konsekrowane dzieci nie wiedzą już, co jest dobre, a co złe, ale gdyby słuchały moich orędzi, wydostałyby się z tego zamieszania. Jestem tutaj, aby pokazać wam, którą drogę wybrać, ale wy uparcie nie chcecie wierzyć w moje objawienia i nie wierzycie, że zostałam posłana przez Mojego Ojca, aby wam doradzać i pouczać. Jestem waszą Matką i wołam o wszystko, co się dzieje, proszę dzieci, wracajcie do światła, czas się skończył, nawróćcie się, wyznajcie najpoważniejsze z waszych grzechów i nie dajcie się przyłapać na nieprzygotowaniu i przywiązuję wagę do Eucharystii. Módlcie się za Kolumbię, ona wkrótce wypije gorzki kielich. Teraz błogosławię was w imię Ojca i Syna i Ducha Świętego. Amen ",September,2017-9-12
77,2017,9,16,Jesus Christ,"Amati fratelli e sorelle, quanta sofferenza nei vostri cuori, ma non dimenticate mai che io vi conosco e sono dentro in ognuno di voi, specialmente quando prendete l’Eucarestia . Fratelli miei, io piango per tutto il male, soffro e sento sempre più dolore per ciò che oggi mi stanno ancora facendo . Guardate il mondo, è vero, ci sono alluvioni e terremoti ovunque, ma voi siete in grado di superare tutto questo ? Ascoltate, solo chi avrà me nel cuore e nella propria vita, potrà navigare in queste acque torbide. Il Padre Mio, ha già stabilito il giorno e l’ora dell’Avvertimento che conosco solo io, quindi non ascoltate chi vi dà, date e mesi . Ora vi benedico nel nome della Santissima Trinità e che la pace possa entrare in voi e nelle vostre case . Il Vostro Gesù","Beloved brothers and sisters, how much suffering in your hearts, but never forget that I know you and I am within each of you, especially when you take the Eucharist. My brothers, I cry for all the evil, I suffer and feel more and more pain for what they are still doing to me today. Look at the world, it is true, there are floods and earthquakes everywhere, but are you able to overcome all this? Listen, only those who have me in their hearts and in their lives will be able to navigate these troubled waters. My Father has already established the day and time of the Warning that only I know, so do not listen to those who give you, dates and months. Now I bless you in the name of the Most Holy Trinity and may peace enter you and your homes. Your Jesus ","Umiłowani bracia i siostry, ile cierpienia w waszych sercach, ale nigdy nie zapominajcie, że znam was i jestem w każdym z was, zwłaszcza gdy przyjmujecie Eucharystię. Moi bracia, płaczę za całe zło, cierpię i odczuwam coraz większy ból z powodu tego, co mi dzisiaj robią. Spójrz na świat, to prawda, wszędzie są powodzie i trzęsienia ziemi, ale czy jesteś w stanie przezwyciężyć to wszystko? Posłuchaj, tylko ci, którzy mają mnie w swoim sercu i życiu, będą mogli żeglować po tych niespokojnych wodach. Mój Ojciec już ustalił dzień i godzinę Ostrzeżenia, które tylko Ja znam, więc nie słuchajcie tych, którzy podają wam daty i miesiące. Teraz błogosławię was w imię Trójcy Przenajświętszej i niech pokój zapanuje w was i w waszych domach. Twój Jezus ",September,2017-9-16
78,2017,9,19,Holy Mary,"Amati figli miei, grazie per le vostre sofferenze offerte per la croce di mio Figlio . Ricordate ciò che mio Figlio ha detto : ""Beati coloro che verranno perseguitati a causa del mio nome"". Ormai non c’è più tempo di guardare alle cose del mondo, ascoltate in silenzio i vostri cuori, esaltate il vostro spirito e salvate la vostra anima. Io vi Benedico e sono con voi tutti i giorni per amarvi e consolarvi. Ora vi dò la mia Benedizione nel nome del Padre del Figlio e dello Spirito Santo . Amen","My beloved children, thank you for your sufferings offered for the cross of my Son. Remember what my Son said: ""Blessed are those who will be persecuted because of my name"". Now there is no more time to look at the things of the world, listen to your hearts in silence, exalt your spirit and save your soul. I bless you and I am with you every day to love and console you. Now I give you my Blessing in the name of the Father of the Son and of the Holy Spirit. Amen ","Moje ukochane dzieci, dziękuję wam za wasze cierpienia ofiarowane za krzyż mojego Syna. Pamiętajcie, co powiedział mój Syn: „Błogosławieni, którzy będą prześladowani z powodu mojego imienia”. Teraz nie ma już czasu, aby patrzeć na rzeczy tego świata, słuchać w ciszy swojego serca, wywyższać ducha i ratować duszę. Błogosławię was i jestem z wami każdego dnia, aby was kochać i pocieszać. Teraz daję wam moje błogosławieństwo w imię Ojca Syna i Ducha Świętego. Amen ",September,2017-9-19
79,2017,9,23,Holy Mary,"Amati figli miei, grazie per essere riuniti in preghiera, perchè seguendo le mie istruzioni l’avete rafforzata. Cari figli miei, vi chiedo di non spegnere mai quella fiamma ardente della fede, conosco quante difficoltà e quante insidie nelle vostre case, ma lo Spirito Santo, se invocato, entrerà dentro di voi per condurvi sulla strada giusta. Ricordate che solo Dio è la vita, la verità e la via . Vi chiedo di offrire sacrifici e digiuni in questo periodo di grande tribolazione . Amati dolci diletti, non abbiate paura, io sono con voi, preparatevi alla seconda venuta di mio Figlio. Pregate per il Messico e gli Stati Uniti. Ora, vi benedico nel nome della Santissima Trinità, Padre, Figlio e Spirito Santo. Amen","My beloved children, thank you for being gathered in prayer, because by following my instructions you have strengthened it. My dear children, I ask you to never put out that burning flame of faith, I know how many difficulties and how many pitfalls in your homes, but the Holy Spirit, if invoked, will enter within you to lead you on the right path. Remember that only God is the life, the truth and the way. I ask you to offer sacrifices and fasting in this time of great tribulation. Sweet beloved beloved, do not be afraid, I am with you, prepare yourselves for the second coming of my Son. Pray for Mexico and the United States. Now, I bless you in the name of the Most Holy Trinity, Father, Son and Holy Spirit. Amen ","Moje ukochane dzieci, dziękuję wam, że jesteście zgromadzeni na modlitwie, ponieważ postępując zgodnie z moimi instrukcjami, wzmocniliście ją. Moje drogie dzieci, proszę was, abyście nigdy nie gasili tego płonącego płomienia wiary. Wiem, ile trudności i pułapek w waszych domach, ale Duch Święty, jeśli zostanie wezwany, wejdzie w was, aby poprowadzić was właściwą drogą. Pamiętaj, że tylko Bóg jest życiem, prawdą i drogą. Proszę was, abyście składali ofiary i post w tym czasie wielkiego ucisku. Kochani umiłowani, nie lękajcie się, jestem z wami, przygotowujcie się na powtórne przyjście mojego Syna. Módlcie się za Meksyk i Stany Zjednoczone. Teraz błogosławię was w imię Trójcy Przenajświętszej, Ojca, Syna i Ducha Świętego. Amen ",September,2017-9-23
80,2017,9,26,Holy Mary,"Figli miei amati, grazie per aver ascoltato la mia chiamata nel vostro cuore.  Figli cari, ricordate che Dio è amore, ma non dimenticate che Dio è anche giusto, vorrei che crediate fermamente che il male esiste, che l’inganno esiste, che il peccato esiste e che satana esiste, esiste il Paradiso, ma anche l’inferno, non dimenticatelo mai!  Non fatevi forviare le menti da coloro che appartengono alla falsa chiesa, affinchè voi non crediate al re degli inferi.  Confessatevi figli miei, credete nell'eucarestia, dove mio figlio è vivo, convertitevi e aprite i vostri cuori, affinchè, Gesù possa essere unica sola cosa con voi, per potervi amare e confortare.  Figli miei, i tempi sono giunti alla fine, ma io vi proteggerò sempre perché vi amo e sarò presente tutte le volte che chiederete il mio aiuto.  Ora, vi benedico, nel nome del Padre del Figlio e dello Spirito Santo. Amen","My beloved children, thank you for listening to my call in your heart. Dear children, remember that God is love, but do not forget that God is also just, I would like you to firmly believe that evil exists, that deception exists, that sin exists and that Satan exists, Heaven exists, but also hell, never forget it! Do not let your minds be misled by those who belong to the false church, so that you do not believe in the king of the underworld. Confess my children, believe in the Eucharist, where my son is alive, get converted and open your hearts, so that Jesus may be one and only thing with you, to be able to love and comfort you. My children, the times have come to an end, but I will always protect you because I love you and I will be present every time you ask for my help. Now, I bless you, in the name of the Father of the Son and of the Holy Spirit. Amen ","Moje ukochane dzieci, dziękuję za wysłuchanie mego wezwania w swoich sercach. Drogie dzieci, pamiętajcie, że Bóg jest miłością, ale nie zapominajcie, że Bóg jest także sprawiedliwy, chciałabym, abyście mocno wierzyli, że istnieje zło, że istnieje oszustwo, że istnieje grzech i że istnieje Szatan, Niebo istnieje, ale także diabeł, nigdy o tym nie zapomnij! Nie dajcie się zwieść tym, którzy należą do fałszywego kościoła, abyście nie uwierzyli królowi podziemi. Wyznajcie moje dzieci, wierzcie w Eucharystię, w której żyje mój syn, nawróćcie się i otwórzcie swoje serca, aby Jezus był z wami jedną i jedyną rzeczą, aby was mógł kochać i pocieszać. Moje dzieci, czasy dobiegły końca, ale zawsze będę was chroniła, ponieważ was kocham i będę obecny za każdym razem, gdy poprosicie mnie o pomoc. Otóż, błogosławię was w imię Ojca Syna i Ducha Świętego. Amen ",September,2017-9-26
81,2017,9,28,Holy Mary,"Amati figli, grazie per essere riuniti qui in questa casa benedetta, quanta gioia mi date nel vedervi qui in preghiera!!  O voi, che se restaste nel silenzio, sentireste gli angeli che vi avvolgono per proteggervi, io li mando perché in questi tempi avrete bisogno di conforto e vorrei tanto che voi percepiste queste presenze angeliche affinchè non vi sentiate soli. Ora vi dò la mia materna benedizione nel nome del Padre del Figlio e dello Spirito Santo . Amen","Beloved children, thank you for being gathered here in this blessed house, how much joy you give me in seeing you here in prayer !! O you, who if you remained in silence, you would feel the angels that surround you to protect you, I send them because in these times you will need comfort and I would very much like you to perceive these angelic presences so that you do not feel alone. Now I give you my motherly blessing in the name of the Father of the Son and of the Holy Spirit. Amen ","Umiłowane dzieci, dziękuję wam, że jesteście tutaj, w tym błogosławionym domu, ile radości dajecie mi, widząc was tutaj na modlitwie !! O ty, który gdybyś pozostał w ciszy, czułbyś aniołów, które cię otaczają, aby cię chronili, posyłam ich, ponieważ w tych czasach będziesz potrzebować pocieszenia i bardzo chciałabym, abyś dostrzegał te anielskie obecności, aby nie czuć się samotnym. Teraz daję wam moje matczyne błogosławieństwo w imię Ojca Syna i Ducha Świętego. Amen ",September,2017-9-28
82,2017,9,30,Holy Mary,"Figli amati, grazie per essere qui, nella preghiera del Santo Rosario. Amati miei, quante amarezze avete nel vostro cuore, nelle vostre famiglie e nelle vostre case, spesso, siete molto attenti ai mali che sono intorno a voi, ma non fate caso alle grazie che arrivano.  Mio Figlio, permette tutto questo, soprattutto ai figli prediletti, affinchè voi siate messi alla prova, quanta poca fede avvolte sento nei miei piccoli. Desidero che vi affidiate di più, aprite i vostri cuori, quando andate in Chiesa la domenica, non fatelo per abitudine, ma con fede, altrimenti offendete mio Figlio. Pregate per l’Italia e siate pronti all'abbraccio di mio Figlio Gesù. Ora vi benedico nel nome del Padre del Figlio e dello Spirito Santo . Amen  ​","Beloved children, thank you for being here, in the prayer of the Holy Rosary. My beloved, how many bitternesses you have in your heart, in your families and in your homes, you are often very attentive to the evils that are around you, but you do not pay attention to the graces that arrive. My Son, allows all this, especially to the beloved children, so that you may be tested, how little faith I feel in my little ones. I want you to entrust yourself more, open your hearts, when you go to church on Sunday, do not do it out of habit, but with faith, otherwise you offend my Son. Pray for Italy and be ready for the embrace of my Son Jesus. Now I bless you in the name of the Father of the Son and of the Holy Spirit. Amen ","Kochane dzieci, dziękuję wam, że jesteście tu na modlitwie Różańca Świętego. Moi umiłowani, ile goryczy macie w sercu, w waszych rodzinach i domach, często zwracacie uwagę na zło, które was otacza, ale nie zwracacie uwagi na łaski, które przychodzą. Mój Synu, pozwala na to wszystko, zwłaszcza ukochanym dzieciom, abyście byli wypróbowani, jak mało wiary odczuwam w moich maluczkich. Chcę, żebyście bardziej się powierzyli, otworzyli swoje serca, idąc w niedzielę do kościoła, nie róbcie tego z przyzwyczajenia, ale z wiarą, bo inaczej obrażacie Mojego Syna. Módlcie się za Włochy i bądźcie gotowi na uścisk mojego Syna Jezusa, a teraz błogosławię was w imię Ojca Syna i Ducha Świętego. Amen ",September,2017-9-30
83,2017,10,03,Holy Mary,"Figli amati, gioielli miei, grazie perché avete ascoltato e risposto alla mia chiamata nel vostro cuore. Piccoli miei, quante sofferenze sento nei vostri cuori, ma vi prego abbiate Fede e aprite i vostri cuori affinchè i miei raggi d’amore possono entrare in voi. Amati miei, ciò che avevo predetto si sta verificando, guardate con i vostri occhi, il giorno della grande apostasia nella chiesa, è oggi, presto toglieranno l’Eucarestia e i crocifissi dalle chiese per dare posto al modernismo e all'eresia. Vi prego, tenete tra le mani il santo rosario e recitatelo tutti giorni, pregate per i sacerdoti e per l’umanità, affinchè possano scegliere la via della verità, che è mio Figlio Gesù. La Falsa chiesa insieme ai demoni, stanno prendendo il posto del vostro Gesù. Questo è il giorno delle tribolazioni, uscite ed annunciate il ritorno mio Figlio. Siate miei apostoli, Vi amo e Vi benedico nel nome della Santissima Trinità, Padre, Figlio e Spirito Santo . Amen","Beloved children, my jewels, thank you for having listened to and responded to my call in your heart. My little ones, how many sufferings I feel in your hearts, but please have Faith and open your hearts so that my rays of love can enter you. My beloved, what I predicted is happening, look with your eyes, the day of the great apostasy in the church, it is today, they will soon remove the Eucharist and the crucifixes from the churches to make room for modernism and heresy. Please, hold the holy rosary in your hands and recite it every day, pray for priests and for humanity, so that they can choose the way of truth, which is my Son Jesus. The False Church together with the demons are taking over. of your Jesus. This is the day of tribulations, go out and announce my Son's return. Be my apostles, I love you and I bless you in the name of the Holy Trinity, Father, Son and Holy Spirit. Amen ","Umiłowane dzieci, moje klejnoty, dziękuję, że wysłuchaliście i odpowiedzieliście na moje wezwanie w swoim sercu. Moi maluchy, ile cierpień czuję w waszych sercach, ale proszę, miejcie wiarę i otwórzcie swoje serca, aby moje promienie miłości mogły w was wejść. Moi umiłowani, co się dzieje, co przepowiedziałam, spójrzcie oczyma, dzień wielkiego odstępstwa w kościele, to jest dzisiaj, wkrótce usuną Eucharystię i krzyże z kościołów, aby zrobić miejsce dla modernizmu i herezji. Proszę, trzymajcie w dłoniach święty różaniec i odmawiajcie go codziennie, módlcie się za kapłanów i za ludzkość, aby wybrali drogę prawdy, którą jest mój Syn Jezus. Fałszywy Kościół wraz z demonami zajmuje ich miejsce. waszego Jezusa, to jest dzień ucisku, wyjdźcie i ogłoście powrót mojego Syna. Bądźcie moimi apostołami, kocham was i błogosławię was w imię Trójcy Świętej, Ojca, Syna i Ducha Świętego. Amen ",October,2017-10-03
84,2017,10,07,Jesus Christ,"Fratelli miei, io sono qui oggi con voi e resterò per tutta la preghiera, grazie per essere riuniti qui. Vi sto preparando come miei soldati della luce, perché la guerra con gli angeli delle tenebre è ogni giorno più forte, ecco perché vi chiedo continuamente tramite mia Madre di pregare tanto e sempre . Mai, al mondo, c’è stata una battaglia cosi importante e cosi grande per l’umanità, ciò che sta accadendo intorno a voi è il male causato dall'uomo, che offende il Padre mio. Tutti attendete il mio ritorno . Non aspettate i segni che verranno per convertirvi, ma fatelo ora. Io sono con voi e resterò con voi fino alla fine, quando finalmente potrò abbracciarvi e farvi godere delle delizie più belle preparate per voi . Vi benedico nel nome della Santissima Trinità, Padre Figlio e Spirito Santo. Alla fine del messaggio, Gesù ha teso le braccia pregando su tutti noi .","My brothers, I am here today with you and I will stay for all the prayer, thank you for being gathered here. I am preparing you as my soldiers of the light, because the war with the angels of darkness is stronger every day, this is why I am constantly asking you through my Mother to pray a lot and always. Never in the world has there been a battle so important and so great for humanity, what is happening around you is the evil caused by man, which offends my Father. All await my return. Do not wait for the signs that will come to convert you, but do it now. I am with you and I will stay with you until the end, when I will finally be able to embrace you and make you enjoy the most beautiful delights prepared for you. I bless you in the name of the Holy Trinity, Father Son and Holy Spirit. At the end of the message, Jesus stretched out his arms and prayed for all of us. ","Moi bracia, jestem tu dzisiaj z wami i zostanę tu na całą modlitwę, dziękuję wam, że tu jesteście. Przygotowuję was jako żołnierzy światła, ponieważ wojna z aniołami ciemności jest coraz silniejsza każdego dnia, dlatego nieustannie proszę was przez moją Matkę, abyście dużo i zawsze się modlili. Nigdy na świecie nie było tak ważnej i wielkiej bitwy o ludzkość, to, co dzieje się wokół was, to zło spowodowane przez człowieka, które obraża mojego Ojca. Wszyscy czekają na mój powrót. Nie czekaj na znaki, które nadejdą, aby cię nawrócić, ale zrób to teraz. Jestem z Tobą i zostanę z Tobą do końca, kiedy w końcu będę mógł Cię objąć i sprawić, że będziesz się cieszyć najpiękniejszymi przygotowanymi dla Ciebie rozkoszami. Błogosławię was w imię Trójcy Przenajświętszej, Ojca Syna i Ducha Świętego. Pod koniec orędzia Jezus wyciągnął ręce i modlił się nad nami wszystkimi. ",October,2017-10-07
85,2017,10,10,Holy Mary,"Amati Figli miei prediletti, fiamme d’amore accese su questa terra, figli del mio cuore, grazie, grazie per essere qui nella preghiera. Amati miei, il momento dell’avvertimento è molto vicino, non perdete tempo per le cose del mondo, ma pensate a quelle del cielo. Amori miei, stanno tradendo mio Figlio, soprattutto i miei prediletti, presto tutto sarà più chiaro ai vostri occhi. In Italia, presto ci sarà un grande evento, ma nonostante tutto, molti non crederanno. Pregate per il Giappone. Ora vi benedico nel nome del Padre del Figlio e dello Spirito Santo . Amen","My beloved beloved children, flames of love lit on this earth, children of my heart, thank you, thank you for being here in prayer. My beloved, the moment of warning is very near, do not waste time for the things of the world, but think about those of heaven. My loves, they are betraying my Son, especially my beloved ones, soon everything will be clearer in your eyes. In Italy, there will soon be a big event, but despite everything, many will not believe. Pray for Japan. Now I bless you in the name of the Father of the Son and of the Holy Spirit. Amen ","Moje ukochane dzieci, płomienie miłości zapalone na tej ziemi, dzieci mego serca, dziękuję wam, dziękuję za to, że jesteście tu na modlitwie. Moi umiłowani, chwila ostrzeżenia jest już bardzo bliska, nie traćcie czasu na rzeczy tego świata, ale myślcie o tym, co niebieskie. Moi ukochani, zdradzają mojego Syna, zwłaszcza moi umiłowani, wkrótce wszystko stanie się wyraźniejsze w waszych oczach. We Włoszech wkrótce odbędzie się wielkie wydarzenie, ale mimo wszystko wielu nie uwierzy. Módl się za Japonię. Teraz błogosławię was w imię Ojca Syna i Ducha Świętego. Amen ",October,2017-10-10
86,2017,10,13,Holy Mary,"Amati figli miei, vi ringrazio per aver ascoltato la mia chiamata. Sono venuta oggi in questo giorno speciale e vi ho chiamati qui per riunirvi nella preghiera e per dirvi che tutto ciò che sta accadendo all'umanità è anche causato dalla mancata consacrazione della Russia, cosa che avevo chiesto a Fatima, affinchè non avessero inizio le guerre che ora sono imminenti. Miei amati piccoli, ricordatevi bene questa parola ""commemorazione"", presto sarà la parola che sarà presente nelle Chiese al posto dell'Eucarestia. ""commemorazione"" . Io ho pregato tanto il mio Gesù affinché voi abbiate tante grazie, e qui, su di voi ne sono scese in abbondanza. Cosa aspettate ad amare con tutto il cuore mio Figlio. Ora vi benedico con amore materno, nel nome del Padre, del Figlio e dello Spirito Santo. AmenDopo l'apparizione della Madonna, Gisella è andata in estasi e Gesu' tramite la sua voce, ha detto: Figli miei ascoltate mia madre, io sono con voi in questi tempi bui e duri, amatemi come io vi amo. Vi benedico! La madonna oggi era vestita di bianco e aveva un rosario sulla mano sinistra trasparente come di cristallo, era accompagnata da tanti angeli ed emanava una meravigliosa luce. ","My beloved children, I thank you for having listened to my call. I have come today on this special day and I have called you here to gather in prayer and to tell you that everything that is happening to humanity is also caused by the non-consecration of Russia, which I had asked in Fatima, so that wars would not start. which are now imminent. My beloved little ones, remember this word ""commemoration"" well, it will soon be the word that will be present in the Churches instead of the Eucharist. ""commemoration"". I have prayed so much to my Jesus so that you may have many graces, and here, I have descended on you in abundance. What are you waiting for to love my Son with all your heart. Now I bless you with maternal love, in the name of the Father, of the Son and of the Holy Spirit. Amen After the apparition of Our Lady, Gisella went into ecstasy and Jesus through her voice said: My children, listen to my mother, I am with you in these dark and hard times, love me as I love you. I bless you! Today the Madonna was dressed in white and had a rosary on her left hand as transparent as crystal, she was accompanied by many angels and emanated a wonderful light. ","Moje ukochane dzieci, dziękuję wam, że wysłuchaliście mojego wezwania. Przybyłam dzisiaj w tym szczególnym dniu i wezwałam was tutaj, abyście zgromadzili się na modlitwie i aby powiedzieć wam, że wszystko, co dzieje się z ludzkością, jest również spowodowane brakiem konsekracji Rosji, o co prosiłam w Fatimie, aby wojny nie rozpoczęły które są teraz nieuchronne. Moi umiłowani, pamiętajcie dobrze o tym słowie „upamiętnienie”, wkrótce będzie to słowo, które będzie obecne w Kościołach zamiast Eucharystii. ""uczczenie pamięci"". Tak bardzo modliłam się do mojego Jezusa, abyś miał wiele łask i tutaj zstąpiłam na ciebie w obfitości. Na co czekasz, aby kochać Mojego Syna całym swoim sercem. Teraz błogosławię was matczyną miłością w imię Ojca, Syna i Ducha Świętego. Amen Po objawieniu Matki Bożej Gisella wpadła w ekstazę, a Jezus jej głosem powiedział: Moje dzieci, słuchajcie mojej Matki, jestem z wami w tych ciemnych i trudnych czasach, kochajcie mnie tak jak ja was kocham. Błogosławię Cię! Dzisiaj Madonna była ubrana na biało, a na lewej ręce miała różaniec przezroczysty jak kryształ, towarzyszyło jej wielu aniołów i emanowała cudownym światłam. ",October,2017-10-13
87,2017,10,24,Holy Mary,"Cari figli, grazie per aver ascoltato la mia chiamata nel vostro cuore. Io sono vostra madre e vi sto accanto prendendovi per mano. Amati miei non abbiate paura, offrite le vostre sofferenze, le vostre tribolazioni e le vostre piaghe a mio Figlio, ma fatelo con fede e affidamento completo, e lui trasformerà la vostra vita. Siete, e sarete messi davanti a prove, a volte terribili, ma io sono qui per consolarvi e sostenervi, non vi lascerò mai soli. Gesù in questi tempi sta facendo tante grazie per dimostrare la Sua presenza, accelerando tutte le cose. Vi chiedo la vostra conversione e siate la vera porzione di Chiesa. Ora vi benedico con amore materno nel nome del Padre del Figlio e dello Spirito Santo. Amen","Dear children, thank you for having listened to my call in your heart. I am your mother and I am next to you taking you by the hand. My beloved, do not be afraid, offer your sufferings, your tribulations and your wounds to my Son, but do it with faith and complete trust, and he will transform your life. You are and will be faced with trials, sometimes terrible, but I am here to console and support you, I will never leave you alone. Jesus in these times is giving many graces to demonstrate his presence, accelerating all things. I ask you for your conversion and be the true portion of the Church. Now I bless you with maternal love in the name of the Father of the Son and of the Holy Spirit. Amen ","Drogie dzieci, dziękuję wam, że wysłuchaliście w swoim sercu mojego wezwania. Jestem twoją matką i obok ciebie biorę cię za rękę. Moi umiłowani, nie lękajcie się, ofiarujcie swoje cierpienia, cierpienia i rany mojemu Synowi, ale czyńcie to z wiarą i całkowitym zaufaniem, a On przemieni wasze życie. Jesteś i będziesz musiał stawić czoła próbom, czasem strasznym, ale jestem tutaj, aby cię pocieszyć i wesprzeć, nigdy nie zostawię cię samego. Jezus w tych czasach bardzo dziękuje, aby pokazać swoją obecność, przyspieszając wszystko. Proszę was o wasze nawrócenie i bycie prawdziwą częścią Kościoła. Teraz błogosławię was matczyną miłością w imię Ojca Syna i Ducha Świętego. Amen ",October,2017-10-24
88,2017,10,28,Holy Mary,"Cari figli, grazie per aver ascoltato la mia chiamata nel vostro cuore. Soffro per i tempi che vi attendono, vi avevo già predetto dei terremoti, delle alluvioni e dell’apostasia, tutto ciò è passato davanti ai vostri occhi, adesso è il tempo dell'imminente guerra che si sta preparando nel mondo. Vi prego figli, non abbandonate Gesù, è solo Lui la vostra salvezza. Io sono qui per istruirvi in questo tempo, non siate distratti, ascoltate le mie parole affinché possiate salvarvi. Amati miei, ascoltate il silenzio, pregate il Santo Rosario, e perdonate i vostri fratelli, purificatevi e cibatevi di mio Figlio, non solo tramite l’Eucarestia, ma anche della Parola. Ormai tutto si sta trasformando, non c'è più tempo. Le tenebre saranno sconfitte dalla luce e finalmente regnerà la pace, la gioa e l'amore. Io vi amo e vi proteggerò sempre. Ora vi benedico in nome della Santissima Trinità. Amen  ","Dear children, thank you for having listened to my call in your heart. I suffer for the times that await you, I had already predicted earthquakes, floods and apostasy, all of this has passed before your eyes, now is the time for the imminent war that is brewing in the world. Please children, do not abandon Jesus, he alone is your salvation. I am here to instruct you in this time, do not be distracted, listen to my words so that you can be saved. My beloved, listen to the silence, pray the Holy Rosary, and forgive your brothers, purify yourselves and feed on my Son, not only through the Eucharist, but also on the Word. Now everything is changing, there is no more time. The darkness will be defeated by the light and finally peace, joy and love will reign. I love you and will always protect you. Now I bless you in the name of the Holy Trinity. Amen ","Drogie dzieci, dziękuję wam, że wysłuchaliście w swoim sercu mojego wezwania. Cierpię za czasy, które na was czekają, przepowiedziałam już trzęsienia ziemi, powodzie i apostazję, wszystko to minęło przed waszymi oczami, teraz jest czas na nieuchronną wojnę, która szykuje się na świecie. Proszę dzieci, nie opuszczajcie Jezusa, tylko On jest waszym zbawieniem. Jestem tutaj, aby poinstruować cię w tym czasie, nie rozpraszaj się, słuchaj moich słów, abyś mógł zostać zbawiony. Moi umiłowani, posłuchajcie ciszy, odmawiajcie różaniec święty i przebaczajcie braciom, oczyśćcie się i żywcie się moim Synem nie tylko przez Eucharystię, ale także Słowo. Teraz wszystko się zmienia, nie ma już czasu. Ciemność zostanie pokonana przez światło i wreszcie zapanuje pokój, radość i miłość. Kocham cię i zawsze będę cię chronić. Teraz błogosławię was w imię Trójcy Świętej. Amen ",October,2017-10-28
